Protein Id	Gene Symbol	Description	Number of peptides	pex19_1	pex19_2	pex19msp1_1	pex19msp1_2	pex3_1	pex3_2	pex3_3	pex3msp1_1	pex3msp1_2	pex3msp1_3 
YGR040W	KSS1	Mitogen-activated protein kinase (MAPK) involved in signal transduction pathways that control filamentous growth and pheromone response; the KSS1 gene is nonfunctional in S288C strains and functional in W303 strains	2	9.44573	6.75185	5.50505	7.53203	12.2842	13.34	8.95988	12.8106	10.0006	13.3701
YGR043C	NQM1	Transaldolase of unknown function; transcription is repressed by Mot1p and induced by alpha-factor and during diauxic shift	14	11.8922	2.64199	14.4306	3.42464	14.8368	11.4444	11.149	11.5558	10.892	7.73246
YGR044C	RME1	Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation	2	8.66062	6.75571	9.92073	8.63826	10.8413	8.86557	7.50632	13.9875	13.8615	10.9625
YGR046W	TAM41	Mitochondrial protein involved in protein import into the mitochondrial matrix; maintains the functional integrity of the TIM23 protein translocator complex; viability of null mutant is strain-dependent; mRNA is targeted to the bud	10	10.1657	14.4703	12.8619	10.9875	9.16288	7.51267	10.1175	8.69754	6.44448	9.57958
YGR047C	TFC4	One of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102	3	9.5097	7.12787	10.1901	9.61624	12.7256	9.84316	7.05739	15.0067	11.636	7.28723
YGR048W	UFD1	"Protein that interacts with Cdc48p and Npl4p, involved in recognition of polyubiquitinated proteins and their presentation to the 26S proteasome for degradation; involved in transporting proteins from the ER to the cytosol"	3	11.0162	5.09167	13.8945	6.56689	10.3114	9.17509	10.7694	10.9837	13.5333	8.65782
YGR049W	SCM4	"Potential regulatory effector of CDC4 function, suppresses a temperature-sensitive allele of CDC4, tripartite protein structure in which a charged region separates two uncharged domains, not essential for mitosis or meiosis"	20	9.17415	12.144	10.9843	11.804	8.61358	9.14627	9.81234	9.19283	8.73686	10.3916
YGR053C	YGR053C	Putative protein of unknown function	7	10.2281	11.4333	10.9057	13.5734	7.90598	10.6698	9.03543	8.84247	8.97824	8.42758
YGR054W	YGR054W	"Eukaryotic initiation factor (eIF) 2A; associates specifically with both 40S subunits and 80 S ribosomes, and interacts genetically with both eIF5b and eIF4E; homologous to mammalian eIF2A"	8	11.7841	4.65457	11.7442	6.08656	11.8414	9.57049	11.7037	11.992	11.4485	9.1745
YGR057C	LST7	Protein possibly involved in a post-Golgi secretory pathway; required for the transport of nitrogen-regulated amino acid permease Gap1p from the Golgi to the cell surface	1	11.556	4.21959	8.34222	7.23489	14.917	11.1442	11.4762	11.7352	8.02779	11.3468
YGR058W	PEF1	"Penta-EF-hand protein required for polar bud growth and cell wall abscission; binds calcium and zinc with different affinity; localizes to bud site in G1, bud neck in G2"	1	10.9476	9.1214	10.3693	10.2874	13.5308	10.2996	8.32072	9.18736	10.1412	7.79467
YGR061C	ADE6	"Formylglycinamidine-ribonucleotide (FGAM)-synthetase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway"	9	12.3123	2.82313	8.5766	4.23763	11.4826	9.58984	13.8276	12.375	10.447	14.3283
YGR062C	COX18	"Mitochondrial integral inner membrane protein required for membrane insertion of C-terminus of Cox2p; interacts genetically and physically with Mss2p and Pnt1p; similar to S. cerevisiae Oxa1, N. crassa Oxa2p, and E. coli YidC"	5	10.804	11.3481	10.9493	11.9078	8.63731	8.26293	10.2186	10.4512	7.26751	10.1532
YGR065C	VHT1	High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin	2	14.9519	2.85413	3.55631	4.00844	16.8816	6.11184	5.2193	8.16259	16.4018	21.852
YGR072W	UPF3	"Component of the nonsense-mediated mRNA decay (NMD) pathway, along with Nam7p and Nmd2p; involved in decay of mRNA containing nonsense codons; involved in telomere maintenance"	3	10.5174	6.16559	9.43971	5.29663	14.6572	10.0187	9.94904	12.1233	11.853	9.97946
YGR076C	MRPL25	Mitochondrial ribosomal protein of the large subunit	13	8.58059	10.4885	7.95265	13.1425	14.7705	10.4796	5.77597	11.4686	11.3475	5.99361
YGR080W	TWF1	"Twinfilin, highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton, composed of two cofilin-like regions, localizes actin monomers to sites of rapid filament assembly"	2	8.74309	4.74927	15.5784	7.38905	10.0928	11.0924	8.59804	11.7119	13.3812	8.66391
YGR082W	TOM20	Component of the TOM (translocase of outer membrane) complex responsible for recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins	10	7.7449	13.994	8.80577	14.7861	11.1652	9.77065	7.41261	9.26936	8.29978	8.75157
YGR083C	GCD2	"Delta subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression"	1	13.465	5.58483	7.20797	6.50861	12.3498	11.0563	10.3855	12.3744	10.3975	10.6701
YGR084C	MRP13	Mitochondrial ribosomal protein of the small subunit	16	9.12721	14.5822	8.07469	17.3259	13.0785	8.51115	7.4074	8.39686	6.90095	6.59517
YGR085C	RPL11B	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl11Ap; involved in ribosomal assembly; depletion causes degradation of proteins and RNA of the 60S subunit; has similarity to E. coli L5 and rat L11"	11	11.4789	5.11943	9.42303	5.64644	13.2244	9.33618	12.0343	12.3749	9.20774	12.1546
YGR086C	PIL1	"Primary component of eisosomes, which are large immobile cell cortex structures associated with endocytosis; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; detected in phosphorylated state in mitochondria; member of the BAR domain family"	44	9.57182	9.3151	10.1663	9.02059	10.0056	11.8672	9.39639	8.47159	13.6412	8.54422
YGR087C	PDC6	"Minor isoform of pyruvate decarboxylase, decarboxylates pyruvate to acetaldehyde, involved in amino acid catabolism; transcription is glucose- and ethanol-dependent, and is strongly induced during sulfur limitation"	4	12.1126	3.18471	9.07473	4.88054	10.6043	13.4547	11.2178	11.782	12.3011	11.3875
YGR088W	CTT1	"Cytosolic catalase T, has a role in protection from oxidative damage by hydrogen peroxide"	9	15.4277	3.04545	12.495	4.83283	10.265	10.4708	13.1587	9.32478	12.4319	8.54793
YGR089W	NNF2	"Protein that exhibits physical and genetic interactions with Rpb8p, which is a subunit of RNA polymerases I, II, and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation"	8	11.5416	7.61402	10.8683	7.12164	12.5806	11.7808	7.89154	10.5248	13.2001	6.87662
YGR090W	UTP22	"Possible U3 snoRNP protein involved in maturation of pre-18S rRNA, based on computational analysis of large-scale protein-protein interaction data"	8	10.7059	8.46559	10.2904	8.58715	9.86677	10.6912	10.6378	10.488	11.0537	9.21352
YGR092W	DBF2	Ser/Thr kinase involved in transcription and stress response; functions as part of a network of genes in exit from mitosis; localization is cell cycle regulated; activated by Cdc15p during the exit from mitosis	4	9.5501	7.16714	7.18228	9.88693	7.54621	16.0951	8.21111	11.4978	14.2588	8.60459
YGR094W	VAS1	Mitochondrial and cytoplasmic valyl-tRNA synthetase	35	10.2671	13.3036	10.6271	11.1311	9.09782	9.15261	10.2416	8.63095	8.8674	8.68068
YGR096W	TPC1	Mitochondrial membrane transporter that mediates uptake of the essential cofactor thiamine pyrophosphate (ThPP) into mitochondria; expression appears to be regulated by carbon source; member of the mitochondrial carrier family	3	10.2265	11.0147	11.1309	12.4128	7.18194	8.76002	10.539	9.9867	7.73216	11.0153
YGR097W	ASK10	"Component of RNA polymerase II holoenzyme, phosphorylated in response to oxidative stress; has a role in destruction of Ssn8p; proposed to function in activation of the glycerol channel Fps1p; paralogous to Rgc1p"	3	11.6177	3.45128	7.79689	4.53568	14.347	8.53185	11.4813	14.4989	9.22639	14.513
YGR100W	MDR1	"Cytoplasmic GTPase-activating protein for Ypt/Rab transport GTPases Ypt6p, Ypt31p and Sec4p; involved in recycling of internalized proteins and regulation of Golgi secretory function"	5	12.1038	4.83194	8.58687	6.1185	13.3306	10.2817	10.7963	12.5541	10.4607	10.9354
YGR102C	GTF1	Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; transposon insertion mutant is salt sensitive and null mutant has growth defects; non-tagged protein is detected in purified mitochondria	13	8.88194	15.0736	10.2449	12.45	8.04364	9.49153	8.97891	9.45305	8.43969	8.94266
YGR103W	NOP7	Component of several different pre-ribosomal particles; forms a complex with Ytm1p and Erb1p that is required for maturation of the large ribosomal subunit; required for exit from G<sub>0</sub> and the initiation of cell proliferation	7	12.0601	6.04798	9.66987	6.3108	14.2056	10.4084	10.0196	11.2946	11.2053	8.77779
YGR106C	VOA1	"Endoplasmic reticulum protein that functions, together with other assembly factors, in assembly of the V0 sector of the vacuolar ATPase (V-ATPase); null mutation enhances the V-ATPase deficiency of a vma21 mutant impaired in ER retrieval"	3	9.68704	6.09676	9.56255	6.61398	11.0897	12.0052	11.2036	9.10225	14.4716	10.1674
YGR110W	CLD1	Mitochondrial cardiolipin-specific phospholipase; functions upstream of Taz1p to generate monolyso-cardiolipin; transcription increases upon genotoxic stress; involved in restricting Ty1 transposition; has homology to mammalian CGI-58	4	9.30968	9.60113	10.8677	11.2548	8.23359	7.69278	11.4702	11.5095	6.94407	13.1165
YGR111W	YGR111W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus	3	7.70476	11.2977	5.40146	10.7928	7.60436	21.2466	6.61382	6.75147	14.7922	7.79493
YGR112W	SHY1	Mitochondrial inner membrane protein required for assembly of cytochrome c oxidase (complex IV); associates with complex IV assembly intermediates and complex III/complex IV supercomplexes; similar to human SURF1 involved in Leigh Syndrome	16	9.85059	11.7661	11.2437	11.7431	8.34352	9.15765	10.4458	9.71824	7.79602	9.93526
YGR116W	SPT6	Transcription elongation factor required for the maintenance of chromatin structure during transcription in order to inhibit transcription from promoters within the coding region	13	8.61966	7.64259	6.72039	9.63516	7.59168	20.9092	8.57215	8.12763	14.7034	7.47807
YGR118W	RPS23A	"Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit, required for translational accuracy; nearly identical to Rps23Bp and similar to E. coli S12 and rat S23 ribosomal proteins; deletion of both RPS23A and RPS23B is lethal"	7	13.3432	3.71591	11.2501	4.74573	11.5966	8.37172	12.7568	12.6462	11.4609	10.1128
YGR119C	NUP57	"Nucleoporin, essential subunit of the nuclear pore complex (NPC), functions as the organizing center of an NPC subcomplex containing Nsp1p, Nup49p, Nup57p, and Nic96p"	9	10.6222	4.95184	6.5619	3.81804	12.9532	7.77704	16.731	11.4481	6.9932	18.1436
YGR120C	COG2	"Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments"	2	6.74388	10.1038	9.58141	12.0775	7.42549	15.7553	7.32749	9.15347	14.8543	6.97738
YGR121C	MEP1	Ammonium permease; belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+); expression is under the nitrogen catabolite repression regulation	1	9.76101	9.65392	12.8726	9.57936	9.84928	9.09262	10.6616	10.3649	9.61255	8.55209
YGR122W	YGR122W	"Probable ortholog of A. nidulans PalC, which is involved in pH regulation and binds to the ESCRT-III complex; null mutant does not properly process Rim101p and has decreased resistance to rapamycin; GFP-fusion protein is cytoplasmic"	5	11.7372	7.63304	7.58154	7.90845	11.952	10.652	9.78744	10.0624	10.1002	12.5858
YGR123C	PPT1	Protein serine/threonine phosphatase with similarity to human phosphatase PP5; present in both the nucleus and cytoplasm; expressed during logarithmic growth; computational analyses suggest roles in phosphate metabolism and rRNA processing	1	11.7344	8.74539	8.05701	8.65714	10.3469	9.31758	10.42	10.9048	9.28319	12.5336
YGR124W	ASN2	"Asparagine synthetase, isozyme of Asn1p; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway"	3	12.2824	3.07638	7.90212	4.11651	11.4751	10.6644	14.4031	10.2942	11.6574	14.1284
YGR125W	YGR125W	Putative protein of unknown function; deletion mutant has decreased rapamycin resistance but normal wormannin resistance; green fluorescent protein (GFP)-fusion protein localizes to the vacuole	4	13.5218	6.32975	9.75864	6.40372	12.0806	11.1233	9.64171	11.7261	10.597	8.81747
YGR126W	YGR126W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS	4	10.0366	11.2637	9.82388	8.75465	10.7584	12.156	6.2617	11.8156	9.37359	9.75578
YGR128C	UTP8	Nucleolar protein required for export of tRNAs from the nucleus; also copurifies with the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA	5	9.38819	8.88534	9.71139	10.4919	8.57167	13.4184	8.57013	9.77147	14.034	7.15742
YGR130C	YGR130C	Component of the eisosome with unknown function; GFP-fusion protein localizes to the cytoplasm; specifically phosphorylated in vitro by mammalian diphosphoinositol pentakisphosphate (IP7)	30	9.92389	6.1467	18.6023	8.02928	11.6524	12.0023	6.72709	9.32606	13.5801	4.00981
YGR132C	PHB1	"Subunit of the prohibitin complex (Phb1p-Phb2p), a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation"	38	10.6981	11.8567	10.8462	11.0235	9.1499	8.28787	10.2444	9.59514	7.61456	10.6836
YGR135W	PRE9	"Alpha 3 subunit of the 20S proteasome, the only nonessential 20S subunit; may be replaced by the alpha 4 subunit (Pre6p) under stress conditions to create a more active proteasomal isoform"	7	12.4172	3.43794	10.3606	4.78205	10.3963	9.26705	14.5921	11.3183	11.0554	12.373
YGR136W	LSB1	"Protein containing an N-terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization"	3	13.1538	9.84904	9.58238	5.82823	15.9439	7.73415	7.41991	10.6449	9.48809	10.3555
YGR138C	TPO2	Polyamine transport protein specific for spermine; localizes to the plasma membrane; transcription of TPO2 is regulated by Haa1p; member of the major facilitator superfamily	2	10.1034	6.96999	11.2621	7.67628	9.71541	10.1425	12.5759	9.62151	10.5202	11.4127
YGR141W	VPS62	Vacuolar protein sorting (VPS) protein required for cytoplasm to vacuole targeting of proteins	3	13.9415	5.27738	9.62621	5.84378	11.2905	7.55534	13.1343	10.333	7.88772	15.1102
YGR147C	NAT2	Protein with an apparent role in acetylation of N-terminal methionine residues	10	7.92222	14.0141	10.3883	12.6528	9.55648	8.89883	8.50744	9.21852	8.5987	10.2425
YGR148C	RPL24B	"Ribosomal protein L30 of the large (60S) ribosomal subunit, nearly identical to Rpl24Ap and has similarity to rat L24 ribosomal protein; not essential for translation but may be required for normal translation rate"	5	12.4041	5.40912	11.0604	5.8447	14.171	8.95116	11.486	11.2319	10.4559	8.98563
YGR149W	YGR149W	Putative protein of unknown function; predicted to be an integal membrane protein	3	9.55775	6.52701	10.4357	7.81367	12.9347	11.4225	10.3574	9.62649	14.5361	6.78873
YGR150C	CCM1	Mitochondrial 15s rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is respiratory deficient and has defective plasma membrane electron transport	13	8.34424	15.0139	10.8999	12.5066	9.36819	8.09765	9.12077	8.81886	8.44575	9.38406
YGR152C	RSR1	"GTP-binding protein of the ras superfamily required for bud site selection, morphological changes in response to mating pheromone, and efficient cell fusion; localized to the plasma membrane; significantly similar to mammalian Rap GTPases"	3	9.99791	12.8774	10.1049	8.20969	9.10903	9.50925	9.47269	10.0308	10.5004	10.1879
YGR154C	GTO1	Omega-class glutathione transferase; induced under oxidative stress; putative peroxisomal localization	1	10.9894	8.00276	12.7415	8.34612	8.74172	12.7171	9.34234	7.96285	12.2104	8.94583
YGR155W	CYS4	"Cystathionine beta-synthase, catalyzes synthesis of cystathionine from serine and homocysteine, the first committed step in cysteine biosynthesis; responsible for hydrogen sulfide generation; mutations in human ortholog cause homocystinuria"	25	11.428	3.09871	8.82277	4.5799	11.7271	10.4156	13.8143	12.3362	11.9944	11.783
YGR157W	CHO2	"Phosphatidylethanolamine methyltransferase (PEMT), catalyzes the first step in the conversion of phosphatidylethanolamine to phosphatidylcholine during the methylation pathway of phosphatidylcholine biosynthesis"	41	9.85554	7.18117	10.8487	8.60165	9.37847	11.4321	10.4967	10.6146	13.5261	8.065
YGR159C	NSR1	"Nucleolar protein that binds nuclear localization sequences, required for pre-rRNA processing and ribosome biogenesis"	8	12.1646	3.31647	9.15003	3.62855	13.434	9.85757	13.7354	13.6258	9.93996	11.1475
YGR162W	TIF4631	"Translation initiation factor eIF4G, subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); interacts with Pab1p and with eIF4A (Tif1p); also has a role in biogenesis of the large ribosomal subunit"	8	11.8994	5.86503	10.3461	6.11051	12.3804	10.4607	9.77328	12.8788	10.6282	9.65764
YGR163W	GTR2	Putative GTP binding protein that negatively regulates Ran/Tc4 GTPase cycle; activates transcription; subunit of EGO and GSE complexes; required for sorting of Gap1p; localizes to cytoplasm and to chromatin; homolog of human RagC and RagD	3	10.3323	6.47769	6.34693	7.51477	10.2939	15.8383	10.5863	10.9528	11.0314	10.6257
YGR165W	MRPS35	"Mitochondrial ribosomal protein of the small subunit; null mutant does not grow on glycerol, is sensitive to 2,4-dichlorophenol, and accumulates large lipid droplets"	36	9.74834	14.711	10.1701	12.8202	9.12448	8.06885	9.15022	8.57486	7.92672	9.70516
YGR166W	TRS65	"Subunit of TRAPPII, a multimeric guanine nucleotide-exchange factor for Ypt1p; involved in intra-Golgi traffic and the retrograde pathway from the endosome to Golgi; role in cell wall beta-glucan biosynthesis and the stress response"	5	12.1666	10.0993	9.7652	8.00569	10.4963	9.73414	10.2549	9.40193	9.99361	10.0823
YGR167W	CLC1	"Clathrin light chain, subunit of the major coat protein involved in intracellular protein transport and endocytosis; thought to regulate clathrin function; two Clathrin heavy chains (CHC1) form the clathrin triskelion structural component"	3	12.5334	4.1255	9.86036	5.45877	14.507	9.33893	8.89694	11.7204	12.8471	10.7116
YGR169C	PUS6	"tRNA:pseudouridine synthase, catalyzes the conversion of uridine to pseudouridine at position 31 in cytoplasmic and mitochondrial tRNAs; mutation of Asp168 to Ala abolishes enzyme activity; not essential for viability"	2	9.86284	16.8815	10.9332	15.8143	6.33938	9.37395	8.21113	8.81959	6.67929	7.08487
YGR169C-A	YGR169C-A	Putative protein of unknown function	1	10.5917	2.83883	8.29958	5.19143	20.4792	10.7389	4.85295	14.2468	14.9086	7.85198
YGR170W	PSD2	"Phosphatidylserine decarboxylase of the Golgi and vacuolar membranes, converts phosphatidylserine to phosphatidylethanolamine"	7	11.037	4.85277	8.06808	5.56716	12.2238	11.7867	11.5768	10.1124	11.0095	13.7657
YGR171C	MSM1	"Mitochondrial methionyl-tRNA synthetase (MetRS), functions as a monomer in mitochondrial protein synthesis; functions similarly to cytoplasmic MetRS although the cytoplasmic form contains a zinc-binding domain not found in Msm1p"	27	8.56613	13.5868	11.6752	14.5297	7.58543	9.03167	9.11102	8.21072	9.31666	8.38658
YGR173W	RBG2	Protein with a role in translation; forms a complex with Gir2p; has similarity to mammalian developmentally regulated GTP-binding protein	4	9.35803	10.0056	7.23552	9.28197	8.72999	13.7689	9.1313	9.96832	12.5733	9.94711
YGR174C	CBP4	Mitochondrial protein required for assembly of cytochrome bc1 complex; interacts with the Cbp3p-Cbp6p complex and newly synthesized cytochrome b (Cobp) to promote assembly of Cobp into the cytochrome bc1 complex	14	8.54482	14.0175	9.56171	11.9701	10.321	8.98829	8.81099	9.64895	8.82113	9.31551
YGR175C	ERG1	"Squalene epoxidase, catalyzes the epoxidation of squalene to 2,3-oxidosqualene; plays an essential role in the ergosterol-biosynthesis pathway and is the specific target of the antifungal drug terbinafine"	21	12.4929	8.32397	7.31762	6.53167	13.1169	7.63806	10.3467	12.6229	8.5913	13.018
YGR177C	ATF2	"Alcohol acetyltransferase, may play a role in steroid detoxification; forms volatile esters during fermentation, which is important for brewing and winemaking"	1	8.37298	3.5229	9.32312	5.05847	10.309	12.4217	13.0892	13.8384	12.1541	11.9101
YGR178C	PBP1	"Component of glucose deprivation induced stress granules, involved in P-body-dependent granule assembly; similar to human ataxin-2; interacts with Pab1p to regulate mRNA polyadenylation; interacts with Mkt1p to regulate HO translation"	13	12.4855	5.62539	11.9136	5.25108	12.4255	9.28269	10.5124	11.7141	11.5242	9.2656
YGR180C	RNR4	"Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits"	9	10.0043	7.69687	6.97059	7.1292	9.2733	16.3407	11.3376	9.93732	12.7513	8.55875
YGR181W	TIM13	"Mitochondrial intermembrane space protein, forms a complex with Tim8p that delivers a subset of hydrophobic proteins to the TIM22 complex for insertion into the inner membrane"	5	7.83864	18.4856	7.71763	18.5138	11.2837	6.94709	5.39187	7.46294	8.26893	8.08968
YGR183C	QCR9	"Subunit 9 of the ubiquinol cytochrome-c reductase complex, which is a component of the mitochondrial inner membrane electron transport chain; required for electron transfer at the ubiquinol oxidase site of the complex"	7	8.74659	12.6188	8.99653	13.8093	12.9834	8.59925	7.17154	10.1079	7.1928	9.77386
YGR184C	UBR1	"E3 ubiquitin ligase (N-recognin), forms heterodimer with Rad6p to ubiquitinate substrates in the N-end rule pathway; regulates peptide transport via Cup9p ubiquitination; mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS)"	3	11.6397	4.86527	10.944	6.21194	10.6362	11.0499	11.7915	11.6166	11.322	9.9229
YGR185C	TYS1	"Cytoplasmic tyrosyl-tRNA synthetase, required for cytoplasmic protein synthesis; interacts with positions 34 and 35 of the tRNATyr anticodon; mutations in human ortholog YARS are associated with Charcot-Marie-Tooth (CMT) neuropathies"	8	11.6955	3.38143	7.80616	5.35776	13.6794	9.45729	13.1538	12.4495	11.4458	11.5734
YGR186W	TFG1	TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74	5	11.2805	5.30137	9.49209	5.96014	13.1477	9.07292	10.6456	12.9218	10.7095	11.4684
YGR189C	CRH1	Chitin transglycosylase that functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress	1	9.23255	6.69306	9.79459	7.51569	13.6484	6.05074	7.29357	11.5326	10.0255	18.2132
YGR191W	HIP1	"High-affinity histidine permease, also involved in the transport of manganese ions"	2	11.7013	6.34635	8.91281	5.16314	13.5262	7.28069	11.9225	10.5487	11.1825	13.4158
YGR192C	TDH3	"Glyceraldehyde-3-phosphate dehydrogenase, isozyme 3, involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall"	191	11.3488	3.63164	8.50247	5.45205	12.9879	12.8003	10.2156	11.1782	13.4492	10.4338
YGR193C	PDX1	"Dihydrolipoamide dehydrogenase (E3)-binding protein (E3BP) of the mitochondrial pyruvate dehydrogenase (PDH) complex, plays a structural role in the complex by binding and positioning E3 to the dihydrolipoamide acetyltransferase (E2) core"	53	8.6868	14.6499	10.5912	13.2463	8.95697	9.05437	8.8092	8.14516	8.60096	9.25913
YGR194C	XKS1	"Xylulokinase, converts D-xylulose and ATP to xylulose 5-phosphate and ADP; rate limiting step in fermentation of xylulose; required for xylose fermentation by recombinant S. cerevisiae strains"	9	12.0434	3.2893	8.22305	4.56542	10.6943	9.61517	13.6666	12.5367	11.8458	13.5204
YGR196C	FYV8	"Protein of unknown function, required for survival upon exposure to K1 killer toxin"	5	12.5606	8.99151	9.86705	6.39379	14.5537	10.5341	8.1425	10.4044	9.70686	8.84544
YGR197C	SNG1	Protein involved in resistance to nitrosoguanidine (MNNG) and 6-azauracil (6-AU); expression is regulated by transcription factors involved in multidrug resistance	4	9.24635	8.94245	9.73066	9.49934	10.0873	8.89317	10.0044	11.5166	10.0901	11.9896
YGR198W	YPP1	Cargo-transport protein involved in endocytosis; interacts with phosphatidylinositol-4-kinase Stt4; GFP-fusion protein localizes to the cytoplasm; YGR198W is an essential gene	12	5.48329	11.5103	11.5733	10.938	7.88769	11.6242	12.6713	10.4061	11.1	6.80575
YGR199W	PMT6	"Protein O-mannosyltransferase, transfers mannose from dolichyl phosphate-D-mannose to protein serine/threonine residues of secretory proteins; reaction is essential for cell wall rigidity; member of a family of mannosyltransferases"	10	10.9913	6.67801	9.51594	7.35363	10.5825	11.3218	10.102	11.8636	11.1175	10.4738
YGR200C	ELP2	"Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; target of Kluyveromyces lactis zymocin"	4	13.3287	3.81892	9.67176	4.94646	10.6672	9.50948	14.621	11.5661	9.87524	11.9952
YGR201C	YGR201C	Putative protein of unknown function	2	12.8744	2.89751	10.0248	5.2538	11.5946	12.9832	12.4351	10.5277	11.5407	9.86816
YGR202C	PCT1	"Cholinephosphate cytidylyltransferase, also known as CTP:phosphocholine cytidylyltransferase, rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis, inhibited by Sec14p, activated upon lipid-binding"	12	11.4599	3.55939	6.64249	5.06362	15.6972	9.99054	9.61086	15.4083	11.7318	10.8359
YGR203W	YCH1	"Phosphatase with sequence similarity to Cdc25p, Arr2p and Mih1p; member of the single-domain rhodanese homology superfamily; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus"	3	7.60675	12.1239	7.07562	11.3058	6.85451	15.7055	8.7328	8.05183	13.3087	9.23467
YGR204W	ADE3	"Cytoplasmic trifunctional enzyme C1-tetrahydrofolate synthase, involved in single carbon metabolism and required for biosynthesis of purines, thymidylate, methionine, and histidine; null mutation causes auxotrophy for adenine and histidine"	14	14.5669	4.384	9.60477	5.16706	13.527	8.6041	11.1913	12.2402	10.717	9.99762
YGR205W	TDA10	ATP-binding protein of unknown function; crystal structure resembles that of E.coli pantothenate kinase and other small kinases; null mutant is sensitive to expression of the top1-T722A allele	3	10.7829	2.90388	7.31999	4.55189	10.586	11.0863	13.9523	11.7	12.164	14.9527
YGR207C	CIR1	Mitochondrial protein that interacts with frataxin (Yfh1p); putative ortholog of mammalian electron transfer flavoprotein complex subunit ETF-beta; may have a role in oxidative stress response	22	8.92893	14.5868	9.83381	13.378	8.895	9.19235	8.96965	9.00566	8.37796	8.83178
YGR209C	TRX2	"Cytoplasmic thioredoxin isoenzyme of the thioredoxin system which protects cells against oxidative and reductive stress, forms LMA1 complex with Pbi2p, acts as a cofactor for Tsa1p, required for ER-Golgi transport and vacuole inheritance"	17	10.2418	6.68314	8.24259	6.12141	9.26368	11.6981	11.3229	10.838	13.801	11.7873
YGR211W	ZPR1	"Essential protein with two zinc fingers, present in the nucleus of growing cells but relocates to the cytoplasm in starved cells via a process mediated by Cpr1p; binds to translation elongation factor eEF-1 (Tef1p)"	2	11.1161	5.79277	8.49598	5.00063	9.19379	12.2045	11.6621	11.4964	12.8493	12.1884
YGR212W	SLI1	"N-acetyltransferase, confers resistance to the sphingolipid biosynthesis inhibitor myriocin (ISP-1) by converting it into N-acetyl-myriocin, co-operates with Ypk1p in mediating resistance to myriocin"	5	10.4423	6.5146	9.66613	8.53217	10.26	11.1524	11.7784	10.3727	10.0143	11.267
